date,pair,rate
2018-08-31,USDCNY,6.843100070953369
2018-09-30,USDCNY,6.868000030517578
2018-10-31,USDCNY,6.966300010681152
2018-11-30,USDCNY,6.941500186920166
2018-12-31,USDCNY,6.877200126647949
2019-01-31,USDCNY,6.7154998779296875
2019-02-28,USDCNY,6.686200141906738
2019-03-31,USDCNY,6.711100101470947
2019-04-30,USDCNY,6.732399940490723
2019-05-31,USDCNY,6.900899887084961
2019-06-30,USDCNY,6.867099761962891
2019-07-31,USDCNY,6.883600234985352
2019-08-31,USDCNY,7.143599987030029
2019-09-30,USDCNY,7.121799945831299
2019-10-31,USDCNY,7.0543999671936035
2019-11-30,USDCNY,7.031599998474121
2019-12-31,USDCNY,6.9857001304626465
2020-01-31,USDCNY,6.935699939727783
2020-02-29,USDCNY,6.990900039672852
2020-03-31,USDCNY,7.0991997718811035
2020-04-30,USDCNY,7.075399875640869
2020-05-31,USDCNY,7.136300086975098
2020-06-30,USDCNY,7.079599857330322
2020-07-31,USDCNY,7.007299900054932
2020-08-31,USDCNY,6.8643999099731445
2020-09-30,USDCNY,6.815400123596191
2020-10-31,USDCNY,6.714000225067139
2020-11-30,USDCNY,6.576000213623047
2020-12-31,USDCNY,6.522200107574463
2021-01-31,USDCNY,6.426599979400635
2021-02-28,USDCNY,6.47790002822876
2021-03-31,USDCNY,6.571000099182129
2021-04-30,USDCNY,6.471199989318848
2021-05-31,USDCNY,6.367400169372559
2021-06-30,USDCNY,6.463099956512451
2021-07-31,USDCNY,6.4604997634887695
2021-08-31,USDCNY,6.465099811553955
2021-09-30,USDCNY,6.469600200653076
2021-10-31,USDCNY,6.404699802398682
2021-11-30,USDCNY,6.38700008392334
2021-12-31,USDCNY,6.372099876403809
2022-01-31,USDCNY,6.35099983215332
2022-02-28,USDCNY,6.315999984741211
2022-03-31,USDCNY,6.346199989318848
2022-04-30,USDCNY,6.607500076293945
2022-05-31,USDCNY,6.660299777984619
2022-06-30,USDCNY,6.69980001449585
2022-07-31,USDCNY,6.743199825286865
2022-08-31,USDCNY,6.910799980163574
2022-09-30,USDCNY,7.123899936676025
2022-10-31,USDCNY,7.251399993896484
2022-11-30,USDCNY,7.15939998626709
2022-12-31,USDCNY,6.897299766540527
2023-01-31,USDCNY,6.747799873352051
2023-02-28,USDCNY,6.943900108337402
2023-03-31,USDCNY,6.8703999519348145
2023-04-30,USDCNY,6.911099910736084
2023-05-31,USDCNY,7.078999996185303
2023-06-30,USDCNY,7.251800060272217
2023-07-31,USDCNY,7.102799892425537
2023-08-31,USDCNY,7.283599853515625
2023-09-30,USDCNY,7.2941999435424805
2023-10-31,USDCNY,7.312099933624268
2023-11-30,USDCNY,7.07889986038208
2023-12-31,USDCNY,7.068600177764893
2024-01-31,USDCNY,7.094099998474121
2024-02-29,USDCNY,7.196000099182129
2024-03-31,USDCNY,7.226500034332275
2024-04-30,USDCNY,7.23769998550415
2024-05-31,USDCNY,7.233500003814697
2024-06-30,USDCNY,7.267199993133545
2024-07-31,USDCNY,7.250699996948242
2024-08-31,USDCNY,7.0954999923706055
2024-09-30,USDCNY,7.010300159454346
2024-10-31,USDCNY,7.114799976348877
2024-11-30,USDCNY,7.2428998947143555
2024-12-31,USDCNY,7.298099994659424
2001-08-31,HKDUSD,0.12820841372013092
2001-09-30,HKDUSD,0.12821334600448608
2001-10-31,HKDUSD,0.12820512056350708
2001-11-30,HKDUSD,0.12822814285755157
2001-12-31,HKDUSD,0.12824952602386475
2002-01-31,HKDUSD,0.1282150000333786
2002-02-28,HKDUSD,0.1282150000333786
2002-03-31,HKDUSD,0.12821006774902344
2002-04-30,HKDUSD,0.12821827828884125
2002-05-31,HKDUSD,0.12820759415626526
2002-06-30,HKDUSD,0.12820595502853394
2002-07-31,HKDUSD,0.12820595502853394
2002-08-31,HKDUSD,0.12820595502853394
2002-09-30,HKDUSD,0.12821170687675476
2002-10-31,HKDUSD,0.12821581959724426
2002-11-30,HKDUSD,0.1282273232936859
2002-12-31,HKDUSD,0.1282297819852829
2003-01-31,HKDUSD,0.1282067745923996
2003-02-28,HKDUSD,0.12822075188159943
2003-03-31,HKDUSD,0.12821416556835175
2003-04-30,HKDUSD,0.1282215714454651
2003-05-31,HKDUSD,0.12822075188159943
2003-12-31,HKDUSD,0.12901227176189423
2004-01-31,HKDUSD,0.12864549458026886
2004-02-29,HKDUSD,0.12850332260131836
2004-03-31,HKDUSD,0.12836970388889313
2004-04-30,HKDUSD,0.12821170687675476
2004-05-31,HKDUSD,0.1283334642648697
2004-06-30,HKDUSD,0.12823964655399323
2004-07-31,HKDUSD,0.1280737668275833
2004-08-31,HKDUSD,0.12823143601417542
2004-09-30,HKDUSD,0.12827090919017792
2004-10-31,HKDUSD,0.12851488590240479
2004-11-30,HKDUSD,0.12863722443580627
2004-12-31,HKDUSD,0.1286802589893341
2005-01-31,HKDUSD,0.1282528042793274
2005-02-28,HKDUSD,0.12822650372982025
2005-03-31,HKDUSD,0.1282215714454651
2005-04-30,HKDUSD,0.12881286442279816
2005-05-31,HKDUSD,0.12853139638900757
2005-06-30,HKDUSD,0.12870179116725922
2005-07-31,HKDUSD,0.1286388635635376
2005-08-31,HKDUSD,0.1286786049604416
2005-09-30,HKDUSD,0.12890085577964783
2005-10-31,HKDUSD,0.12898565828800201
2005-11-30,HKDUSD,0.1289590448141098
2005-12-31,HKDUSD,0.1290072798728943
2006-01-31,HKDUSD,0.1289208084344864
2006-02-28,HKDUSD,0.12890584766864777
2006-03-31,HKDUSD,0.12887759506702423
2006-04-30,HKDUSD,0.12898732721805573
2006-05-31,HKDUSD,0.12892578542232513
2006-06-30,HKDUSD,0.12881949543952942
2006-07-31,HKDUSD,0.12869350612163544
2006-08-31,HKDUSD,0.12861736118793488
2006-09-30,HKDUSD,0.12842576205730438
2006-10-31,HKDUSD,0.12858262658119202
2006-11-30,HKDUSD,0.12856940925121307
2006-12-31,HKDUSD,0.12863226234912872
2007-01-31,HKDUSD,0.1281082183122635
2007-02-28,HKDUSD,0.12801966071128845
2007-03-31,HKDUSD,0.12802129983901978
2007-04-30,HKDUSD,0.12784290313720703
2007-05-31,HKDUSD,0.12807048857212067
2007-06-30,HKDUSD,0.12962771952152252
2007-07-31,HKDUSD,0.1277841031551361
2007-08-31,HKDUSD,0.12828408181667328
2007-09-30,HKDUSD,0.12866535782814026
2007-10-31,HKDUSD,0.12903058528900146
2007-11-30,HKDUSD,0.1289590448141098
2007-12-31,HKDUSD,0.1282544583082199
2008-01-31,HKDUSD,0.1282528042793274
2008-02-29,HKDUSD,0.12858262658119202
2008-03-31,HKDUSD,0.12850497663021088
2008-04-30,HKDUSD,0.1283252239227295
2008-05-31,HKDUSD,0.12966468930244446
2008-06-30,HKDUSD,0.12826432287693024
2008-07-31,HKDUSD,0.12818868458271027
2008-08-31,HKDUSD,0.12815912067890167
2008-09-30,HKDUSD,0.1287946105003357
2008-10-31,HKDUSD,0.12876641750335693
2008-11-30,HKDUSD,0.12903724610805511
2008-12-31,HKDUSD,0.12940795719623566
2009-01-31,HKDUSD,0.13083696365356445
2009-02-28,HKDUSD,0.1292741298675537
2009-03-31,HKDUSD,0.1290639042854309
2009-04-30,HKDUSD,0.1290489137172699
2009-05-31,HKDUSD,0.129008948802948
2009-06-30,HKDUSD,0.12903891503810883
2009-07-31,HKDUSD,0.12903891503810883
2009-08-31,HKDUSD,0.12902726233005524
2009-09-30,HKDUSD,0.1290355771780014
2009-10-31,HKDUSD,0.1290472447872162
2009-11-30,HKDUSD,0.12903891503810883
2009-12-31,HKDUSD,0.1289706826210022
2010-01-31,HKDUSD,0.12875978648662567
2010-02-28,HKDUSD,0.1288410723209381
2010-03-31,HKDUSD,0.12880291044712067
2010-04-30,HKDUSD,0.12880787253379822
2010-05-31,HKDUSD,0.12841849029064178
2010-06-30,HKDUSD,0.12840761244297028
2010-07-31,HKDUSD,0.12876476347446442
2010-08-31,HKDUSD,0.12855948507785797
2010-09-30,HKDUSD,0.12889088690280914
2010-10-31,HKDUSD,0.12890085577964783
2010-11-30,HKDUSD,0.1287730485200882
2010-12-31,HKDUSD,0.128498375415802
2011-01-31,HKDUSD,0.12838289141654968
2011-02-28,HKDUSD,0.12832193076610565
2011-03-31,HKDUSD,0.12847855687141418
2011-04-30,HKDUSD,0.1287100613117218
2011-05-31,HKDUSD,0.1285446137189865
2011-06-30,HKDUSD,0.1285066157579422
2011-07-31,HKDUSD,0.12833675742149353
2011-08-31,HKDUSD,0.1283252239227295
2011-09-30,HKDUSD,0.1283433437347412
2011-10-31,HKDUSD,0.12880291044712067
2011-11-30,HKDUSD,0.12837465107440948
2011-12-31,HKDUSD,0.1286603957414627
2012-01-31,HKDUSD,0.1289341002702713
2012-02-29,HKDUSD,0.12895405292510986
2012-03-31,HKDUSD,0.12878134846687317
2012-04-30,HKDUSD,0.1288842409849167
2012-05-31,HKDUSD,0.12876641750335693
2012-06-30,HKDUSD,0.12892745435237885
2012-07-31,HKDUSD,0.1289478987455368
2012-08-31,HKDUSD,0.1289324313402176
2012-09-30,HKDUSD,0.1289818286895752
2012-10-31,HKDUSD,0.12903426587581635
2012-11-30,HKDUSD,0.1290355771780014
2012-12-31,HKDUSD,0.12901227176189423
2013-01-31,HKDUSD,0.12890101969242096
2013-02-28,HKDUSD,0.12891648709774017
2013-03-31,HKDUSD,0.12882612645626068
2013-04-30,HKDUSD,0.1288510411977768
2013-05-31,HKDUSD,0.12880787253379822
2013-06-30,HKDUSD,0.12893477082252502
2013-07-31,HKDUSD,0.12894590198993683
2013-08-31,HKDUSD,0.12896236777305603
2013-09-30,HKDUSD,0.12896735966205597
2013-10-31,HKDUSD,0.12898050248622894
2013-11-30,HKDUSD,0.12900228798389435
2013-12-31,HKDUSD,0.12895986437797546
2014-01-31,HKDUSD,0.1287630945444107
2014-02-28,HKDUSD,0.12885701656341553
2014-03-31,HKDUSD,0.1289144903421402
2014-04-30,HKDUSD,0.12898431718349457
2014-05-31,HKDUSD,0.12897001206874847
2014-06-30,HKDUSD,0.12901310622692108
2014-07-31,HKDUSD,0.12903907895088196
2014-08-31,HKDUSD,0.129035085439682
2014-09-30,HKDUSD,0.1287762075662613
2014-10-31,HKDUSD,0.12894640862941742
2014-11-30,HKDUSD,0.12895937263965607
2014-12-31,HKDUSD,0.12892462313175201
2015-01-31,HKDUSD,0.129008948802948
2015-02-28,HKDUSD,0.12892000377178192
2015-03-31,HKDUSD,0.1289563775062561
2015-04-30,HKDUSD,0.12903659045696259
2015-05-31,HKDUSD,0.12898749113082886
2015-06-30,HKDUSD,0.12900346517562866
2015-07-31,HKDUSD,0.128987655043602
2015-08-31,HKDUSD,0.1290414184331894
2015-09-30,HKDUSD,0.12903858721256256
2015-10-31,HKDUSD,0.12901000678539276
2015-11-30,HKDUSD,0.12903308868408203
2015-12-31,HKDUSD,0.12902043759822845
2016-01-31,HKDUSD,0.12848137319087982
2016-02-29,HKDUSD,0.1285971850156784
2016-03-31,HKDUSD,0.1289706826210022
2016-04-30,HKDUSD,0.12893077731132507
2016-05-31,HKDUSD,0.12872695922851562
2016-06-30,HKDUSD,0.12888674437999725
2016-07-31,HKDUSD,0.12889952957630157
2016-08-31,HKDUSD,0.12890617549419403
2016-09-30,HKDUSD,0.1289505660533905
2016-10-31,HKDUSD,0.1289590448141098
2016-11-30,HKDUSD,0.12892745435237885
2016-12-31,HKDUSD,0.12896069884300232
2017-01-31,HKDUSD,0.1288975328207016
2017-02-28,HKDUSD,0.1288457214832306
2017-03-31,HKDUSD,0.12869897484779358
2017-04-30,HKDUSD,0.12858693301677704
2017-05-31,HKDUSD,0.12833477556705475
2017-06-30,HKDUSD,0.1281367838382721
2017-07-31,HKDUSD,0.1280590146780014
2017-08-31,HKDUSD,0.12780043482780457
2017-09-30,HKDUSD,0.1280294954776764
2017-10-31,HKDUSD,0.12821662425994873
2017-11-30,HKDUSD,0.12806721031665802
2017-12-31,HKDUSD,0.12799672782421112
2018-01-31,HKDUSD,0.1278679221868515
2018-02-28,HKDUSD,0.12775471806526184
2018-03-31,HKDUSD,0.12739016115665436
2018-04-30,HKDUSD,0.12742099165916443
2018-05-31,HKDUSD,0.12744340300559998
2018-06-30,HKDUSD,0.12741775810718536
2018-07-31,HKDUSD,0.12742197513580322
2018-08-31,HKDUSD,0.1274031400680542
2018-09-30,HKDUSD,0.12774817645549774
2018-10-31,HKDUSD,0.12747947871685028
2018-11-30,HKDUSD,0.12785108387470245
2018-12-31,HKDUSD,0.12769924104213715
2019-01-31,HKDUSD,0.1275087296962738
2019-02-28,HKDUSD,0.12740638852119446
2019-03-31,HKDUSD,0.1273869127035141
2019-04-30,HKDUSD,0.12748435139656067
2019-05-31,HKDUSD,0.12742099165916443
2019-06-30,HKDUSD,0.12795250117778778
2019-07-31,HKDUSD,0.12782639265060425
2019-08-31,HKDUSD,0.12745672464370728
2019-09-30,HKDUSD,0.1275472790002823
2019-10-31,HKDUSD,0.12756207585334778
2019-11-30,HKDUSD,0.12776565551757812
2019-12-31,HKDUSD,0.1284010261297226
2020-01-31,HKDUSD,0.1287415474653244
2020-02-29,HKDUSD,0.12824787199497223
2020-03-31,HKDUSD,0.12896569073200226
2020-04-30,HKDUSD,0.12903225421905518
2020-05-31,HKDUSD,0.1290319263935089
2020-06-30,HKDUSD,0.12902893126010895
2020-07-31,HKDUSD,0.1290339231491089
2020-08-31,HKDUSD,0.12902642786502838
2020-09-30,HKDUSD,0.1290355771780014
2020-10-31,HKDUSD,0.1290084570646286
2020-11-30,HKDUSD,0.1290244311094284
2020-12-31,HKDUSD,0.12899596989154816
2021-01-31,HKDUSD,0.1289839893579483
2021-02-28,HKDUSD,0.12893858551979065
2021-03-31,HKDUSD,0.12861405313014984
2021-04-30,HKDUSD,0.12881070375442505
2021-05-31,HKDUSD,0.1288352608680725
2021-06-30,HKDUSD,0.12881119549274445
2021-07-31,HKDUSD,0.1286996304988861
2021-08-31,HKDUSD,0.12841768562793732
2021-09-30,HKDUSD,0.12845396995544434
2021-10-31,HKDUSD,0.12858924269676208
2021-11-30,HKDUSD,0.1282128542661667
2021-12-31,HKDUSD,0.1282452493906021
2022-01-31,HKDUSD,0.12831123173236847
2022-02-28,HKDUSD,0.1280823051929474
2022-03-31,HKDUSD,0.1277620494365692
2022-04-30,HKDUSD,0.12744373083114624
2022-05-31,HKDUSD,0.1274179220199585
2022-06-30,HKDUSD,0.12745364010334015
2022-07-31,HKDUSD,0.12740379571914673
2022-08-31,HKDUSD,0.12740638852119446
2022-09-30,HKDUSD,0.12739503383636475
2022-10-31,HKDUSD,0.1274089813232422
2022-11-30,HKDUSD,0.12802867591381073
2022-12-31,HKDUSD,0.12799017131328583
2023-01-31,HKDUSD,0.1276302933692932
2023-02-28,HKDUSD,0.12747134268283844
2023-03-31,HKDUSD,0.12739551067352295
2023-04-30,HKDUSD,0.1273917853832245
2023-05-31,HKDUSD,0.12764756381511688
2023-06-30,HKDUSD,0.12757055461406708
2023-07-31,HKDUSD,0.1282631754875183
2023-08-31,HKDUSD,0.12745575606822968
2023-09-30,HKDUSD,0.1276959776878357
2023-10-31,HKDUSD,0.12786579132080078
2023-11-30,HKDUSD,0.1281377673149109
2023-12-31,HKDUSD,0.12804096937179565
2024-01-31,HKDUSD,0.1279263198375702
2024-02-29,HKDUSD,0.12774981558322906
2024-03-31,HKDUSD,0.12776613235473633
2024-04-30,HKDUSD,0.12778736650943756
2024-05-31,HKDUSD,0.12792304158210754
2024-06-30,HKDUSD,0.12805572152137756
2024-07-31,HKDUSD,0.12799853086471558
2024-08-31,HKDUSD,0.12823471426963806
2024-09-30,HKDUSD,0.12864582240581512
2024-10-31,HKDUSD,0.12867827713489532
2024-11-30,HKDUSD,0.12850992381572723
2024-12-31,HKDUSD,0.12880787253379822
